comp_code;comp_name;employee_id;employee_name;date;func_code;func;salary
83;DM Company Head Quarters;25273;Aaron Wright;01/01/2022 00:00;78;Mechanic;2504,48
83;DM Company Head Quarters;27834;Eric King;01/01/2022 00:00;8;Driver;1650,56
83;DM Company Head Quarters;26010;Brian Scott;01/01/2022 00:00;116;Cashier;1260
83;DM Company Head Quarters;26640;Adam Green;01/01/2022 00:00;116;Cashier;1260
83;DM Company Head Quarters;28116;Jack Baker;01/01/2022 00:00;2;Bricklayer;1859
83;DM Company Head Quarters;27749;Isaiah Adams;01/01/2022 00:00;231;Bricklayer B;1859
83;DM Company Head Quarters;27495;Juan Nelson;01/01/2022 00:00;236;Painter B;1859
83;DM Company Head Quarters;29415;Luis Hill;01/01/2022 00:00;21;Receptionist;1216,13
83;DM Company Head Quarters;25789;Connor Ramirez;01/01/2022 00:00;7;General Services Assistant;1212
ELMO;DM Company Development Center;28000;Elijah Mitchell;01/01/2022 00:00;20;Trainee;950
ELMO;DM Company Development Center;30170;Isaac Roberts;01/01/2022 00:00;20;Trainee;950
ELMO;DM Company Development Center;27810;Steven Carter;01/01/2022 00:00;20;Trainee;950
ELMO;DM Company Development Center;23171;Evan Phillips;01/01/2022 00:00;7;General Services Assistant;1212
ELMO;DM Company Development Center;3034;Jared Evans;01/01/2022 00:00;7;General Services Assistant;1361,85
ELMO;DM Company Development Center;23436;Sean Turner;01/01/2022 00:00;10;Watchman;1388,55
ELMO;DM Company Development Center;11892;Timothy Torres;01/01/2022 00:00;10;Watchman;1859
1;DM Company RH Center;8477;Luke Parker;01/01/2022 00:00;225;Administrative Analyst;3500
1;DM Company RH Center;23691;Cody Collins;01/01/2022 00:00;113;Mechanical Assistant;1415,95
1;DM Company RH Center;23732;Nathaniel Edwards;01/01/2022 00:00;232;Carpenter B;1859
1;DM Company RH Center;23690;Seth Stewart;01/01/2022 00:00;18;Assembler;1859
1;DM Company RH Center;23693;Mason Flores;01/01/2022 00:00;231;Bricklayer B;1859
1;DM Company RH Center;23694;Richard Morris;01/01/2022 00:00;231;Bricklayer B;1859
1;DM Company RH Center;23734;Carlos Nguyen;01/01/2022 00:00;231;Bricklayer B;1859
1;DM Company RH Center;23724;Patrick Murphy;01/01/2022 00:00;231;Bricklayer B;1859
1;DM Company RH Center;23701;Bryan Rivera;01/01/2022 00:00;231;Bricklayer B;1859
1;DM Company RH Center;23703;Cole Cook;01/01/2022 00:00;7;General Services Assistant;1212
1;DM Company RH Center;23697;Jackson Rogers;01/01/2022 00:00;7;General Services Assistant;1212
1;DM Company RH Center;23699;Ian Morgan;01/01/2022 00:00;7;General Services Assistant;1212
1;DM Company RH Center;23700;Garrett Peterson;01/01/2022 00:00;7;General Services Assistant;1212
1;DM Company Administration Center;25379;Trevor Cooper;01/01/2022 00:00;25;Lawyer;3714,5
1;DM Company Administration Center;27042;Jesus Reed;01/01/2022 00:00;208;Sales Analyst;3612,9
1;DM Company Administration Center;26528;Chase Bailey;01/01/2022 00:00;51;Marketing Analyst;3612,9
1;DM Company Administration Center;26734;Mark Bell;01/01/2022 00:00;205;Senior Legal Assistant;1570,85
1;DM Company Administration Center;28758;Sebastian Kelly;01/01/2022 00:00;111;Administrative Assistant;1212
1;DM Company Administration Center;28729;Antonio Howard;01/01/2022 00:00;111;Administrative Assistant;1212
1;DM Company Administration Center;28231;Lucas Ward;01/01/2022 00:00;111;Administrative Assistant;1300
1;DM Company Administration Center;28228;Jeremy Cox;01/01/2022 00:00;111;Administrative Assistant;1174,19
1;DM Company Administration Center;20523;Gavin Diaz;01/01/2022 00:00;15;Collection Assistant;2067,56
1;DM Company Administration Center;20521;Miguel Richardson;01/01/2022 00:00;15;Collection Assistant;2067,56
1;DM Company Administration Center;28746;Julian Wood;01/01/2022 00:00;7;General Services Assistant;1133,8
1;DM Company Administration Center;20091;Alejandro Watson;01/01/2022 00:00;85;Collection Coordinator;1990,47
1;DM Company Administration Center;28630;Dalton Brooks;01/01/2022 00:00;20;Trainee;950
1;DM Company Administration Center;206;Bryce Bennett;01/01/2022 00:00;32;Portfolio Manager;1348,44
1;DM Company Administration Center;29834;Tanner Gray;01/01/2022 00:00;11;Young Apprentice;606
1;DM Company Administration Center;29884;Kenneth James;01/01/2022 00:00;11;Young Apprentice;606
1;DM Company Administration Center;29891;Stephen Reyes;01/01/2022 00:00;11;Young Apprentice;606
1;DM Company Administration Center;29895;Jake Cruz;01/01/2022 00:00;11;Young Apprentice;606
1;DM Company Administration Center;27981;Victor Hughes;01/01/2022 00:00;21;Receptionist;1327,47
1;DM Company Administration Center;30225;Spencer Price;01/01/2022 00:00;234;SDR;1500
1;DM Company Administration Center;23821;Marcus Myers;01/01/2022 00:00;245;Customer Service Supervisor;2800
2;The Grove at Parkside;18015;Brendan Foster;01/01/2022 00:00;7;General Services Assistant;1212
2;The Grove at Parkside;22983;Jeremiah Sanders;01/01/2022 00:00;7;General Services Assistant;1212
2;The Grove at Parkside;18085;Xavier Ross;01/01/2022 00:00;7;General Services Assistant;1212
4;The Summit at Laurel Canyon;17942;Jorge Russell;01/01/2022 00:00;3;Carpenter;1739,3
4;The Summit at Laurel Canyon;22422;Edward Ortiz;01/01/2022 00:00;7;General Services Assistant;1212
8;The Enclave at Stonebridge;24921;Colton Jenkins;01/01/2022 00:00;2;Bricklayer;1290,45
9;The Residences at Westlake;23178;Joel Perry;01/01/2022 00:00;2;Bricklayer;1859
9;The Residences at Westlake;23001;Maxwell Butler;01/01/2022 00:00;7;General Services Assistant;1212
1;The Meadows at Sunset Ridge;28775;Aidan Barnes;01/01/2022 00:00;44;Construction Manager;3000
1;The Meadows at Sunset Ridge;29958;Travis Fisher;01/01/2022 00:00;12;Storekeeper;1870
1;The Meadows at Sunset Ridge;29129;Shane Henderson;01/01/2022 00:00;5;Iron Worker B;1870
1;The Meadows at Sunset Ridge;29048;Colin Coleman;01/01/2022 00:00;5;Iron Worker B;1870
1;The Meadows at Sunset Ridge;29046;Dominic Simmons;01/01/2022 00:00;5;Iron Worker B;1870
1;The Meadows at Sunset Ridge;28771;Vincent Patterson;01/01/2022 00:00;5;Iron Worker B;1870
1;The Meadows at Sunset Ridge;28875;Derek Jordan;01/01/2022 00:00;5;Iron Worker B;1221
1;The Meadows at Sunset Ridge;26288;Oscar Reynolds;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;29803;Grant Hamilton;01/01/2022 00:00;204;Office Assistant;1800
1;The Meadows at Sunset Ridge;29185;Eduardo Graham;01/01/2022 00:00;3;Carpenter;1870
1;The Meadows at Sunset Ridge;29485;Peter Kim;01/01/2022 00:00;3;Carpenter;1870
1;The Meadows at Sunset Ridge;29736;Henry Gonzales;01/01/2022 00:00;3;Carpenter;1870
1;The Meadows at Sunset Ridge;29492;Collin Alexander;01/01/2022 00:00;3;Carpenter;1870
1;The Meadows at Sunset Ridge;29056;George Ramos;01/01/2022 00:00;3;Carpenter;1870
1;The Meadows at Sunset Ridge;29487;Bradley Wallace;01/01/2022 00:00;3;Carpenter;1870
1;The Meadows at Sunset Ridge;28808;Mitchell Griffin;01/01/2022 00:00;3;Carpenter;1870
1;The Meadows at Sunset Ridge;29055;Ricardo West;01/01/2022 00:00;3;Carpenter;1221
1;The Meadows at Sunset Ridge;28807;Shawn Cole;01/01/2022 00:00;3;Carpenter;1870
1;The Meadows at Sunset Ridge;30192;Gregory Chavez;01/01/2022 00:00;20;Trainee;950
1;The Meadows at Sunset Ridge;28844;Francisco Gibson;01/01/2022 00:00;96;Construction Foreman;5300
1;The Meadows at Sunset Ridge;30331;Liam Bryant;01/01/2022 00:00;101;Tower Crane Operator;1870
1;The Meadows at Sunset Ridge;29387;Kaleb Ellis;01/01/2022 00:00;6;Concrete Mixer Operator;1870
1;The Meadows at Sunset Ridge;29191;Preston Stevens;01/01/2022 00:00;223;Machine Operator;1870
1;The Meadows at Sunset Ridge;29738;Erik Murray;01/01/2022 00:00;2;Bricklayer;1870
1;The Meadows at Sunset Ridge;29991;Owen Ford;01/01/2022 00:00;2;Bricklayer;1870
1;The Meadows at Sunset Ridge;29412;Omar Marshall;01/01/2022 00:00;2;Bricklayer;1870
1;The Meadows at Sunset Ridge;26053;Diego Owens;01/01/2022 00:00;21;Receptionist;1798,83
1;The Meadows at Sunset Ridge;29957;Dustin McDonald;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;29393;Corey Harrison;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;29392;Fernando Ruiz;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;29737;Clayton Kennedy;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;30081;Carter Wells;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;29128;Ivan Alvarez;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;29184;Javier Woods;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;29414;Alec Mendoza;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;29053;Johnathan Castillo;01/01/2022 00:00;7;General Services Assistant;1221
1;The Meadows at Sunset Ridge;29733;Scott Olson;01/01/2022 00:00;27;Safety Technician;2500
1;The Meadows at Sunset Ridge;29329;Manuel Webb;01/01/2022 00:00;10;Watchman;1221
1;The Meadows at Sunset Ridge;27242;Cristian Washington;01/01/2022 00:00;10;Watchman;1221
1;The Arbors at Willow Creek;23831;Alan Tucker;01/01/2022 00:00;2;Bricklayer;1859
1;The Arbors at Willow Creek;23832;Raymond Freeman;01/01/2022 00:00;7;General Services Assistant;1212
1;The Retreat at Oak Forest;23465;Brett Burns;01/01/2022 00:00;3;Carpenter;1870
1;The Villas at Hunter's Glen;27040;Andres Henry;01/01/2022 00:00;13;Engineering Assistant;3000
1;The Villas at Hunter's Glen;23656;Max Vasquez;01/01/2022 00:00;96;Construction Foreman;3884,5
1;The Parkview at Golden Gate;24941;Gage Snyder;01/01/2022 00:00;44;Construction Manager;1859
1;The Parkview at Golden Gate;25014;Mario Simpson;01/01/2022 00:00;13;Engineering Assistant;3000
1;The Parkview at Golden Gate;9875;Dawson Crawford;01/01/2022 00:00;225;Administrative Analyst;2829,86
1;The Parkview at Golden Gate;30399;Dillon Jimenez;01/01/2022 00:00;13;Engineering Assistant;2596,77
1;The Parkview at Golden Gate;30157;Cesar Porter;01/01/2022 00:00;13;Engineering Assistant;2596,77
1;The Parkview at Golden Gate;29896;Wesley Mason;01/01/2022 00:00;221;Tiler;1859
1;The Parkview at Golden Gate;29953;Levi Shaw;01/01/2022 00:00;221;Tiler;1859
1;The Parkview at Golden Gate;29893;Jakob Gordon;01/01/2022 00:00;221;Tiler;1859
1;The Parkview at Golden Gate;24863;Martin Wagner;01/01/2022 00:00;232;Carpenter B;1859
1;The Parkview at Golden Gate;26474;Malik Hunter;01/01/2022 00:00;232;Carpenter B;1859
1;The Parkview at Golden Gate;30128;Edgar Romero;01/01/2022 00:00;107;Foreman;1859
1;The Parkview at Golden Gate;28359;Sergio Hicks;01/01/2022 00:00;107;Foreman;2640
1;The Parkview at Golden Gate;28216;Trenton Dixon;01/01/2022 00:00;107;Foreman;2640
1;The Parkview at Golden Gate;24213;Josiah Hunt;01/01/2022 00:00;29;Civil Engineer;5500
1;The Parkview at Golden Gate;25836;Nolan Palmer;01/01/2022 00:00;226;Plasterer;1859
1;The Parkview at Golden Gate;29912;Marco Robertson;01/01/2022 00:00;226;Plasterer;1859
1;The Parkview at Golden Gate;29710;Harrison Black;01/01/2022 00:00;226;Plasterer;1859
1;The Parkview at Golden Gate;29883;Hector Holmes;01/01/2022 00:00;226;Plasterer;1859
1;The Parkview at Golden Gate;29881;Roberto Stone;01/01/2022 00:00;226;Plasterer;1859
1;The Parkview at Golden Gate;23307;Brady Meyer;01/01/2022 00:00;98;Construction Foreman II;5012,74
1;The Parkview at Golden Gate;26909;Erick Boyd;01/01/2022 00:00;101;Tower Crane Operator;1349,18
1;The Parkview at Golden Gate;25835;Conner Mills;01/01/2022 00:00;101;Tower Crane Operator;1349,18
1;The Parkview at Golden Gate;27137;Jonah Warren;01/01/2022 00:00;6;Concrete Mixer Operator;1212
1;The Parkview at Golden Gate;28445;Emmanuel Rose;01/01/2022 00:00;233;Bricklayer A;1212
1;The Parkview at Golden Gate;29862;Andre Rice;01/01/2022 00:00;233;Bricklayer A;1212
1;The Parkview at Golden Gate;29249;Phillip Moreno;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;23254;Brayden Schmidt;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;27118;Landon Patel;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;28601;Giovanni Ferguson;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;28978;Ronald Nichols;01/01/2022 00:00;231;Bricklayer B;1859
83;DM Company Head Quarters;26830;Daniel Rodriguez;01/01/2022 00:00;13;Engineering Assistant;3000
83;DM Company Head Quarters;28590;William Wilson;01/01/2022 00:00;64;Accounting Assistant I;2500
83;DM Company Head Quarters;29765;Brandon Martinez;01/01/2022 00:00;111;Administrative Assistant;1500
83;DM Company Head Quarters;12346;John Anderson;01/01/2022 00:00;64;Accounting Assistant I;2500
83;DM Company Head Quarters;29648;Zachary Taylor;01/01/2022 00:00;43;Payroll Department Assistant;1600
83;DM Company Head Quarters;15966;Anthony Hernandez;01/01/2022 00:00;75;Maintenance Assistant;1430,07
83;DM Company Head Quarters;25434;James Moore;01/01/2022 00:00;64;Accounting Assistant I;2500
83;DM Company Head Quarters;29060;Justin Martin;01/01/2022 00:00;84;Purchaser;4300
83;DM Company Head Quarters;30367;Alexander Jackson;01/01/2022 00:00;237;Safety and Environmental Coordinator;5612,9
83;DM Company Head Quarters;24866;Jonathan Thompson;01/01/2022 00:00;124;Payroll Department Manager;5000
83;DM Company Head Quarters;18441;Austin White;01/01/2022 00:00;207;Administrative Manager;4200
1;The Parkview at Golden Gate;21241;Braden Herrera;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;23891;Damian Medina;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;23890;Donovan Ryan;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;28968;Ruben Fernandez;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;28586;Frank Weaver;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;28218;Andy Daniels;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;23180;Pedro Stephens;01/01/2022 00:00;231;Bricklayer B;1139,39
1;The Parkview at Golden Gate;28965;Gerardo Gardner;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;30374;Chance Payne;01/01/2022 00:00;231;Bricklayer B;1559,16
1;The Parkview at Golden Gate;24145;Abraham Kelley;01/01/2022 00:00;231;Bricklayer B;1212
1;The Parkview at Golden Gate;28975;Calvin Dunn;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;28969;Trey Pierce;01/01/2022 00:00;231;Bricklayer B;1212
1;The Parkview at Golden Gate;28971;Cade Arnold;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;29951;Donald Tran;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;22997;Derrick Spencer;01/01/2022 00:00;231;Bricklayer B;1212
1;The Parkview at Golden Gate;26618;Darius Peters;01/01/2022 00:00;231;Bricklayer B;1619,13
1;The Parkview at Golden Gate;29018;Enrique Hawkins;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;29248;Keith Grant;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;30373;Raul Hansen;01/01/2022 00:00;231;Bricklayer B;1559,16
1;The Parkview at Golden Gate;23215;Jaylen Castro;01/01/2022 00:00;231;Bricklayer B;1212
1;The Parkview at Golden Gate;28819;Troy Hoffman;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;29714;Jonathon Hart;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;30063;Cory Elliott;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;30058;Marc Cunningham;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;29121;Eli Knight;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;28413;Rafael Bradley;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;23239;Trent Carroll;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;28361;Griffin Hudson;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;25918;Colby Duncan;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;30326;Johnny Armstrong;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;26443;Chad Berry;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;25404;Armando Andrews;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;25887;Kobe Johnston;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;28954;Marcos Ray;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;29144;Caden Lane;01/01/2022 00:00;231;Bricklayer B;1859
1;The Parkview at Golden Gate;23735;Cooper Riley;01/01/2022 00:00;4;Painter;1859
1;The Parkview at Golden Gate;30231;Elias Carpenter;01/01/2022 00:00;235;Painter A;1212
1;The Parkview at Golden Gate;30233;Brenden Perkins;01/01/2022 00:00;236;Painter B;1859
1;The Parkview at Golden Gate;30172;Israel Aguilar;01/01/2022 00:00;236;Painter B;1859
1;The Parkview at Golden Gate;30328;Zane Silva;01/01/2022 00:00;236;Painter B;1859
1;The Parkview at Golden Gate;23166;Dante Richards;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;25265;Josue Willis;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;24877;Zackary Matthews;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;24549;Allen Chapman;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28442;Mathew Lawrence;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;27112;Dennis Garza;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28958;Leonardo Vargas;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28764;Philip Watkins;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29134;Julio Wheeler;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;25465;Miles Larson;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;30246;Damien Carlson;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;27967;Ty Harper;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28966;Gustavo George;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;27119;Drake Greene;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28826;Jerry Guzman;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28970;Curtis Morrison;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;30134;Lance Munoz;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28198;Brock Jacobs;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;27479;Bryson Obrien;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29119;Alberto Lawson;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28366;Dominick Franklin;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28959;Jimmy Lynch;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29123;Kaden Bishop;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;28414;Gary Salazar;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29122;Brennan Austin;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;30376;Zachery Mendez;01/01/2022 00:00;7;General Services Assistant;1016,52
1;The Parkview at Golden Gate;30220;Randy Gilbert;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29131;Louis Jensen;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29861;Larry Williamson;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;23256;Albert Montgomery;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;24153;Nickolas Harvey;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29145;Tony Oliver;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29670;Fabian Howell;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29678;Keegan Dean;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29665;Danny Hanson;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29683;Myles Sims;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;29407;Damon Burton;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;30111;Arturo Fuller;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;30116;Corbin Soto;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;23182;Deandre McCoy;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;30324;Ricky Welch;01/01/2022 00:00;7;General Services Assistant;1212
1;The Parkview at Golden Gate;27747;Kristopher Chen;01/01/2022 00:00;27;Safety Technician;2579
1;The Pines at Windward;30390;Lane Schultz;01/01/2022 00:00;44;Construction Manager;1801,8
1;The Pines at Windward;30330;Pablo Walters;01/01/2022 00:00;12;Storekeeper;1859
1;The Pines at Windward;27504;Darren Reid;01/01/2022 00:00;5;Iron Worker B;1859
1;The Pines at Windward;28015;Jarrett Fields;01/01/2022 00:00;5;Iron Worker B;1859
1;The Pines at Windward;30040;Zion Walsh;01/01/2022 00:00;111;Administrative Assistant;1212
1;The Pines at Windward;27497;Alfredo Little;01/01/2022 00:00;7;General Services Assistant;1400
1;The Pines at Windward;29027;Micheal Fowler;01/01/2022 00:00;221;Tiler;1859
1;The Pines at Windward;28120;Angelo Bowman;01/01/2022 00:00;3;Carpenter;1859
1;The Pines at Windward;24824;Carl Davidson;01/01/2022 00:00;232;Carpenter B;1859
1;The Pines at Windward;23147;Oliver May;01/01/2022 00:00;232;Carpenter B;1859
1;The Pines at Windward;25984;Kyler Day;01/01/2022 00:00;232;Carpenter B;1859
1;The Pines at Windward;23889;Tommy Schneider;01/01/2022 00:00;232;Carpenter B;1859
1;The Pines at Windward;27306;Walter Newman;01/01/2022 00:00;232;Carpenter B;1859
1;The Pines at Windward;26562;Jace Brewer;01/01/2022 00:00;232;Carpenter B;1859
1;The Pines at Windward;29688;Theodore Lucas;01/01/2022 00:00;232;Carpenter B;1212
1;The Pines at Windward;21652;Grayson Holland;01/01/2022 00:00;232;Carpenter B;1053,43
1;The Pines at Windward;25408;Lorenzo Wong;01/01/2022 00:00;107;Foreman;1859
1;The Pines at Windward;27590;Joe Banks;01/01/2022 00:00;107;Foreman;3610,6
1;The Pines at Windward;27555;Arthur Santos;01/01/2022 00:00;107;Foreman;3610,6
1;The Pines at Windward;21599;Roman Curtis;01/01/2022 00:00;107;Foreman;3610,6
1;The Pines at Windward;24407;Bryant Pearson;01/01/2022 00:00;29;Civil Engineer;3500
1;The Pines at Windward;27261;Brent Delgado;01/01/2022 00:00;29;Civil Engineer;3500
1;The Pines at Windward;28250;Russell Valdez;01/01/2022 00:00;20;Trainee;950
1;The Pines at Windward;23242;Ramon Pena;01/01/2022 00:00;96;Construction Foreman;2145,4
1;The Pines at Windward;27709;Lawrence Rios;01/01/2022 00:00;102;Gantry Crane Operator;2231,5
1;The Pines at Windward;27330;Moises Douglas;01/01/2022 00:00;102;Gantry Crane Operator;1562,04
